common_name,name,current_resident,dob,birth_type,dod,age,weight,age_at_wt_y
Blue-Eyed Black Lemur,Mangamaso,Y,2012-09-15,captive,NA,6.4,2200,6.32
Blue-Eyed Black Lemur,Margret,Y,2010-03-21,captive,NA,8.89,2420,8.84
Blue-Eyed Black Lemur,Mckinnon,Y,2017-03-22,captive,NA,1.88,2160,1.81
Blue-Eyed Black Lemur,Mirren,N,2015-03-23,captive,NA,1.69,2280,1.59
Blue-Eyed Black Lemur,Monroe,N,1988-11-01,wild,2006-05-23,17.57,1980,17.57
Blue-Eyed Black Lemur,Monroe-A,N,1992-03-16,captive,1992-03-16,0,101,0
Blue-Eyed Black Lemur,Monroe-B,N,1994-03-23,captive,1994-03-23,0,101.1,0
Blue-Eyed Black Lemur,Monroe-C,N,1999-04-18,captive,1999-04-18,0,106,0
Blue-Eyed Black Lemur,Murphy,Y,2016-05-02,captive,NA,2.77,2300,2.72
Blue-Eyed Black Lemur,Newman,N,1995-04-01,captive,2003-11-14,8.63,2060,3.27
Blue-Eyed Black Lemur,Olivier,N,1991-03-28,captive,2018-08-15,27.4,2140,27.36
Blue-Eyed Black Lemur,Pfeiffer,N,1993-03-13,captive,2016-09-22,23.55,2590,9.01
Blue-Eyed Black Lemur,Poehler,Y,2017-03-23,captive,NA,1.88,2320,1.84
Blue-Eyed Black Lemur,Poots,N,2013-03-27,captive,NA,5.87,2060,1.49
Blue-Eyed Black Lemur,Presley,Y,2010-03-21,captive,NA,8.89,2380,8.87
Blue-Eyed Black Lemur,Quinn,Y,2001-03-09,captive,NA,17.93,2660,17.89
Blue-Eyed Black Lemur,Ranomasina,Y,2018-04-12,captive,NA,0.82,1440,0.74
Blue-Eyed Black Lemur,Rathbone,N,1989-06-11,captive,1999-06-10,10,1740,10
Blue-Eyed Black Lemur,Redford,N,1992-03-13,captive,2014-07-29,22.39,2880,22.35
Blue-Eyed Black Lemur,Rooney,N,1989-03-19,captive,2008-01-17,18.84,2260,18.73
Blue-Eyed Black Lemur,Sinatra,N,1997-03-20,captive,2013-05-29,16.2,1670,1.3
Blue-Eyed Black Lemur,Stewart,N,1990-03-09,captive,NA,28.93,2140,10.24
Blue-Eyed Black Lemur,Stewart,N,1990-03-09,captive,NA,28.93,2140,10.24
Blue-Eyed Black Lemur,Streep,N,1995-03-17,captive,NA,23.91,2280,5.6
Blue-Eyed Black Lemur,Tarantino,Y,1999-04-23,captive,NA,19.81,3060,19.76
Blue-Eyed Black Lemur,Thurman,N,1997-03-22,captive,NA,21.78,2720,6.05
Blue-Eyed Black Lemur,Tracy,N,1983-10-01,wild,1994-01-16,10.3,2750,9.87
Blue-Eyed Black Lemur,Travolta,N,1997-03-15,captive,NA,21.73,2460,3.6
Blue-Eyed Black Lemur,Turner,N,1987-03-30,captive,1987-06-24,0.24,493,0.17
Blue-Eyed Black Lemur,Velona,Y,2014-09-13,captive,NA,4.4,2580,4.32
Blue-Eyed Black Lemur,West,Y,2011-04-24,captive,NA,7.79,2820,7.76
Blue-Eyed Black Lemur,Wiig,Y,2014-04-04,captive,NA,4.85,2420,4.82
Blue-Eyed Black Lemur,Witherspoon,N,2002-03-04,captive,2006-01-06,3.85,2240,3.85
Collared Brown Lemur,Alain,N,1983-05-11,captive,2004-05-04,21,2300,20.86
Collared Brown Lemur,Alphonse,N,1981-10-01,wild,2013-11-02,32.11,1925,32.11
Collared Brown Lemur,Alphonse,N,1981-10-01,wild,2013-11-02,32.11,1970,32.11
Collared Brown Lemur,Andre,N,1979-04-02,captive,1996-08-12,17.38,1980,17.38
Collared Brown Lemur,Antoine,N,1993-05-31,captive,NA,25.61,2360,14.74
Collared Brown Lemur,Ariane,N,1990-06-16,captive,NA,15.18,1890,2.35
Collared Brown Lemur,Bijou,Y,2017-04-05,captive,NA,1.84,2060,1.81
Collared Brown Lemur,Brigitte,N,1985-04-08,captive,NA,17.86,2361,7.55
Collared Brown Lemur,Chantal,N,1989-03-16,captive,2007-09-18,18.52,1816,2.3
Collared Brown Lemur,Chiclette,N,1983-04-06,captive,1997-12-31,14.75,1600,14.75
Collared Brown Lemur,Chico,N,1972-10-01,wild,1990-11-12,18.13,2215,18.11
Collared Brown Lemur,Claire,N,1989-03-16,captive,NA,29.78,2052,2.3
Collared Brown Lemur,Danielle,N,1988-05-02,captive,2002-08-12,14.29,2220,4.76
Collared Brown Lemur,Degaulle,N,1970-04-10,captive,1991-10-16,21.53,1929,21.53
Collared Brown Lemur,Denis,N,1990-06-16,captive,2010-07-02,20.06,2340,20.04
Collared Brown Lemur,Dominique,N,1987-03-23,captive,2015-02-14,27.92,2700,12.95
Collared Brown Lemur,Dozier,Y,2016-06-04,captive,NA,2.68,2100,2.64
Collared Brown Lemur,Etienne,N,1985-03-26,captive,1986-11-23,1.66,1870,1.23
Collared Brown Lemur,Florette,N,1990-04-02,captive,2007-10-23,17.57,2140,17.54
Collared Brown Lemur,Florette,N,1990-04-02,captive,2007-10-23,17.57,2140,17.54
Collared Brown Lemur,Florette-A,N,2002-04-14,captive,2002-04-14,0,67.5,0
Collared Brown Lemur,Florette-B,N,2002-04-14,captive,2002-04-15,0,53,0
Collared Brown Lemur,Florette-B,N,2002-04-14,captive,2002-04-15,0,49,0
Collared Brown Lemur,Francoise,N,1985-04-08,captive,2014-03-05,28.93,1960,28.92
Collared Brown Lemur,Gaston,N,1982-10-01,wild,2003-11-24,21.16,1980,21.1
Collared Brown Lemur,Georges,N,1994-04-16,captive,NA,24.65,2160,13.64
Collared Brown Lemur,Geraldine,N,1989-04-18,captive,2014-11-24,25.62,2775,25.62
Collared Brown Lemur,Gerard,N,1992-03-31,captive,NA,26.77,2040,14.08
Collared Brown Lemur,Gilles,N,1986-03-31,captive,NA,32.35,2592.5,4.18
Collared Brown Lemur,Giscard,N,1988-04-14,captive,2015-10-06,27.5,1840,27.48
Collared Brown Lemur,Guillaume,N,1986-04-15,captive,NA,16.84,3020,6.53
Collared Brown Lemur,Guy,N,1980-06-29,captive,1998-10-02,18.27,2200,13.26
Collared Brown Lemur,Henri,N,1991-05-09,captive,NA,27.63,2280,16.38
Collared Brown Lemur,Jacques,N,1979-05-20,captive,1984-01-13,4.65,1200,0.45
Collared Brown Lemur,Jean,N,1979-05-20,captive,NA,5.85,3183,5.23
Collared Brown Lemur,Jean Yves,N,1984-04-21,captive,2000-06-15,16.16,2706,7.21
Collared Brown Lemur,Jolie,N,1988-04-12,captive,2006-10-07,18.5,2419,1.51
Collared Brown Lemur,Josephine,N,1992-03-31,captive,NA,4.53,2310,4.39
Collared Brown Lemur,Jules,N,1987-05-21,captive,2011-03-28,23.87,1880,23.87
Collared Brown Lemur,Marcel,N,1991-04-30,captive,2000-08-29,9.34,2410,9.26
Collared Brown Lemur,Martine,Y,1987-03-25,captive,NA,31.89,2380,31.81
Collared Brown Lemur,Maurice,N,1985-03-27,captive,2007-10-05,22.54,1960,22.54
Collared Brown Lemur,Nadia,N,1976-03-25,captive,1995-09-27,19.52,1780,19.27
Collared Brown Lemur,Nanette,N,1983-04-19,captive,2008-06-07,25.15,1850,25.11
Collared Brown Lemur,Nicole,N,1981-04-12,captive,2005-11-20,24.62,2480,24.61
Collared Brown Lemur,Odette,Y,2013-03-24,captive,NA,5.88,2340,5.84
Collared Brown Lemur,Pascal,Y,1993-07-25,captive,NA,25.55,2500,25.52
Collared Brown Lemur,Philippe,N,1989-05-31,captive,NA,7.37,3150,7.36
Collared Brown Lemur,Pierre,N,1991-04-10,captive,2002-01-28,10.81,2180,2.48
Collared Brown Lemur,Quentin,N,2013-03-28,captive,NA,5.87,2120,5.14
Collared Brown Lemur,Rene,N,1985-03-27,captive,1993-08-16,8.39,2500,5.14
Collared Brown Lemur,Roland,N,1989-04-07,captive,1994-01-28,4.81,1780,3.96
Collared Brown Lemur,Serge,N,1986-03-16,captive,2011-05-14,25.18,2520,23.6
Collared Brown Lemur,Sophie,N,1990-04-24,captive,2003-12-11,13.64,2150,2.15
Collared Brown Lemur,Suzette,N,1988-04-12,captive,2000-01-19,11.78,2646,2.15
Collared Brown Lemur,Thierry,N,1987-03-25,captive,NA,19.18,2120,5.23
Collared Brown Lemur,Wizard,N,1995-03-25,captive,NA,23.79,2190,18.6
Collared Brown Lemur,Yvette,N,1959-10-01,wild,1992-05-04,32.61,1634,32.24
Collared Brown Lemur,Yvette-F,N,1977-03-23,captive,1977-03-25,0.01,28,0
Common Brown Lemur,Alberich,N,1985-05-14,captive,2004-02-16,18.77,2840,18.77
Common Brown Lemur,Balder,N,1979-06-29,captive,1992-01-02,12.52,2533,8.43
Common Brown Lemur,Beowulf,N,1979-03-18,captive,NA,9.25,2724,4.9
Common Brown Lemur,Bestla,N,1981-04-13,captive,NA,1.48,1099,0.37
Common Brown Lemur,Bor,N,1981-04-10,captive,NA,11.19,2329,3.43
Common Brown Lemur,Cadmus,N,1970-03-15,captive,NA,18.85,1850,2.07
Common Brown Lemur,Clarence,N,1963-01-01,captive,1980-09-20,17.73,2230,9.17
Common Brown Lemur,Freya,N,1983-04-14,captive,1997-11-30,14.64,2947,5.11
Common Brown Lemur,Frigga,N,1984-03-31,captive,2014-01-22,29.83,1935,29.83
Common Brown Lemur,Frodo,N,1966-03-06,captive,1985-01-21,18.89,2713,18.38
Common Brown Lemur,Gepetto,N,1972-04-27,captive,1979-08-10,7.29,190,0.08
Common Brown Lemur,Gudrun,N,1979-04-27,captive,NA,9.15,2547,4.79
Common Brown Lemur,Gunnar,N,1979-04-12,captive,NA,4.59,1180,0.55
Common Brown Lemur,Gunther,N,1979-04-12,captive,NA,6.58,1800,0.55
Common Brown Lemur,Hagen,N,1986-03-24,captive,NA,2.23,1943,2.19
Common Brown Lemur,Hepatica,N,1984-05-25,captive,NA,8.07,3318,5.45
Common Brown Lemur,Ivan,N,1974-03-29,captive,1974-06-23,0.24,82,0.02
Common Brown Lemur,Ladybird,N,1962-10-01,wild,1985-12-12,23.21,2800,9.45
Common Brown Lemur,Leif,N,1971-05-21,unknown,1985-04-23,13.93,1317,13.93
Common Brown Lemur,Libya,N,1977-06-27,captive,NA,20.93,2360,14.87
Common Brown Lemur,Little Bear,N,1985-03-19,captive,NA,3.22,2456.5,2.95
Common Brown Lemur,Lyn,N,1973-03-10,captive,NA,15.28,2388,15.24
Common Brown Lemur,Magni,N,1987-04-10,captive,NA,5.19,2315,2.58
Common Brown Lemur,Modi,N,1982-04-01,captive,NA,6.21,1698,1.86
Common Brown Lemur,Oedipus,N,1962-02-17,captive,1979-01-05,16.89,2080,10.05
Common Brown Lemur,Peardrop,N,1958-10-01,wild,1979-01-03,20.27,1670,13.46
Common Brown Lemur,Pop,N,1946-10-01,wild,1981-03-05,34.45,2120,25.43
Common Brown Lemur,Sal,N,1958-10-01,wild,1978-10-25,20.08,1760,13.46
Common Brown Lemur,Sal-D,N,1975-04-20,captive,1975-04-22,0.01,40,0.01
Common Brown Lemur,Sangrida,N,1984-03-25,captive,NA,14.73,2880,8.1
Common Brown Lemur,Sigfried,N,1986-05-21,captive,NA,12.57,2007,5.95
Common Brown Lemur,Sigmund,N,1980-04-10,captive,NA,6.17,2406,6.15
Common Brown Lemur,Sigurd,N,1982-04-10,captive,NA,4.23,2896,4.15
Common Brown Lemur,Swanhild,N,1981-04-20,captive,NA,11.17,2551,8.55
Common Brown Lemur,Thor Ii,N,1983-04-19,captive,NA,3.21,2175,3.13
Common Brown Lemur,Ursus,N,1970-10-01,wild,1991-10-28,21.09,2815,10.01
Common Brown Lemur,Vali,N,1978-03-31,captive,1978-11-16,0.63,152,0.08
Coquerel's Sifaka,Adelaide,N,2011-01-08,captive,2012-07-03,1.48,3240,1.43
Coquerel's Sifaka,Aemilia,Y,2014-02-02,captive,NA,5.01,3900,4.98
Coquerel's Sifaka,Agrippina,N,2007-02-07,captive,NA,12.01,3720,2.7
Coquerel's Sifaka,Alexianus,N,1996-12-17,captive,2005-05-26,8.44,3400,8.44
Coquerel's Sifaka,Amber,N,1974-12-18,captive,1976-11-05,1.88,1375,0.46
Coquerel's Sifaka,Anastasia,N,2004-02-18,captive,NA,14.98,3860,5.62
Coquerel's Sifaka,Antonia,N,1998-02-22,captive,2017-05-23,19.26,4259,19.22
Coquerel's Sifaka,Antonia,N,1998-02-22,captive,2017-05-23,19.26,4480,19.22
Coquerel's Sifaka,Arcadia,N,2011-01-16,captive,NA,8.06,4840,4.68
Coquerel's Sifaka,Augustus Ii,N,1978-07-01,wild,1986-02-15,7.63,2179,7.52
Coquerel's Sifaka,Aurelia,N,1987-12-08,captive,1991-07-12,3.59,3581,3.59
Coquerel's Sifaka,Avita,N,1997-02-24,captive,1998-07-14,1.38,2780,1.38
Coquerel's Sifaka,Avita,N,1997-02-24,captive,1998-07-14,1.38,2760,1.38
Coquerel's Sifaka,Avita,N,1997-02-24,captive,1998-07-14,1.38,2900,1.38
Coquerel's Sifaka,Avita,N,1997-02-24,captive,1998-07-14,1.38,2900,1.38
Coquerel's Sifaka,Beatrice Of Swabia,Y,2012-12-19,captive,NA,6.14,4260,6.12
Coquerel's Sifaka,Bertha Of Sulzbach,Y,2011-02-18,captive,NA,7.97,4980,7.93
Coquerel's Sifaka,Brutus,N,2001-02-28,captive,2011-06-02,10.26,3340,10.25
Coquerel's Sifaka,Caligula,N,1998-12-19,captive,NA,20.15,3700,2.77
Coquerel's Sifaka,Calpurnia Iii,Y,2016-01-17,captive,NA,3.06,3600,3.02
Coquerel's Sifaka,Charlemagne,Y,2007-01-02,captive,NA,12.1,3700,12.08
Coquerel's Sifaka,Charlotte,N,1960-07-01,wild,1977-09-24,17.24,3100,17.24
Coquerel's Sifaka,Chris,N,2000-12-04,captive,NA,18.19,3900,5.39
Coquerel's Sifaka,Claudia,N,1990-02-20,captive,1992-05-16,2.24,5190,1.82
Coquerel's Sifaka,Claudius,N,1986-12-05,captive,1987-03-28,0.31,312,0.27
Coquerel's Sifaka,Conrad,N,2008-12-31,captive,2015-07-06,6.52,4100,6.46
Coquerel's Sifaka,Constantine,N,1989-12-28,captive,NA,29.13,3940,11.75
Coquerel's Sifaka,Cornelia,N,1977-07-01,wild,1995-05-29,17.92,3630,17.92
Coquerel's Sifaka,Cornelia-A,N,1985-12-18,captive,1985-12-18,0,104.2,0
Coquerel's Sifaka,Cornelia-B,N,1990-12-05,captive,1990-12-05,0,84,0
Coquerel's Sifaka,Cornelia-C,N,1994-03-10,captive,1994-03-10,0,113.5,0
Coquerel's Sifaka,Crispina,N,1992-03-02,captive,1995-06-07,3.27,3810,3.25
Coquerel's Sifaka,Crispus Caesar,N,2003-01-07,captive,2011-07-03,8.49,3120,1.56
Coquerel's Sifaka,Diocletian,N,1996-02-19,captive,1996-04-09,0.14,130,0.14
Coquerel's Sifaka,Domitian,N,1996-03-26,captive,1996-07-28,0.34,470,0.34
Coquerel's Sifaka,Drusilla,Y,1993-04-06,captive,NA,25.85,4160,25.82
Coquerel's Sifaka,Drusilla-A,N,2010-02-01,captive,2010-02-01,0,138,0
Coquerel's Sifaka,Drusilla-B,N,2012-01-30,captive,2012-01-30,0,141,0
Coquerel's Sifaka,Elagabalus,Y,2017-12-23,captive,NA,1.12,2540,1.07
Coquerel's Sifaka,Eleanor Of Portugal,N,2014-01-05,captive,NA,5.09,4340,4.25
Coquerel's Sifaka,Elliot,Y,2013-01-06,captive,NA,6.09,4560,6.02
Coquerel's Sifaka,Erme,N,1977-02-06,captive,1977-07-21,0.45,638,0.43
Coquerel's Sifaka,Ernestine,N,2012-01-26,captive,2012-04-09,0.2,398,0.16
Coquerel's Sifaka,Eros,N,2006-02-14,captive,NA,12.99,97,0
Coquerel's Sifaka,Eudoxia,N,2000-02-11,captive,2017-01-10,16.93,3850,3.12
Coquerel's Sifaka,Eugenius,N,1998-02-07,captive,1999-07-14,1.43,2670,1.42
Coquerel's Sifaka,Euphemia,Y,2011-02-15,captive,NA,7.98,4060,7.93
Coquerel's Sifaka,Euphemia-A,N,2016-01-12,captive,2016-01-17,0.01,96,0.01
Coquerel's Sifaka,Euphemia-A,N,2016-01-12,captive,2016-01-17,0.01,94,0.01
Coquerel's Sifaka,Euphemia-A,N,2016-01-12,captive,2016-01-17,0.01,104,0.01
Coquerel's Sifaka,Eustace,Y,2017-11-03,captive,NA,1.26,2500,1.25
Coquerel's Sifaka,Faustina,N,1996-12-08,captive,2009-07-20,12.62,4500,4.8
Coquerel's Sifaka,Ferdinand,Y,2013-02-17,captive,NA,5.97,3700,5.94
Coquerel's Sifaka,Flavia,N,1982-07-01,wild,2004-03-05,21.69,1810,21.69
Coquerel's Sifaka,Flavia-A,N,1990-01-17,captive,1990-03-19,0.17,182,0.17
Coquerel's Sifaka,Flavia-B,N,1995-03-25,captive,1995-04-18,0.07,143,0.06
Coquerel's Sifaka,Flavia-C,N,1997-02-20,captive,1997-02-20,0,100,0
Coquerel's Sifaka,Flavia-D,N,2002-03-12,captive,2002-03-15,0.01,85,0.01
Coquerel's Sifaka,Flavia-D,N,2002-03-12,captive,2002-03-15,0.01,83,0.01
Coquerel's Sifaka,Francesca,Y,2016-02-14,captive,NA,2.98,3360,2.96
Coquerel's Sifaka,Furia,Y,2017-01-10,captive,NA,2.07,3300,2.06
Coquerel's Sifaka,Gaius Galerus,N,2008-01-03,captive,NA,11.1,3600,4.28
Coquerel's Sifaka,Galeria,N,1995-04-06,captive,1995-06-21,0.21,440,0.19
Coquerel's Sifaka,Gemina,N,2015-12-28,captive,NA,3.11,3040,1.75
Coquerel's Sifaka,Gertrude,Y,2014-01-05,captive,NA,5.09,4500,5.01
Coquerel's Sifaka,Geta,N,2004-02-08,captive,2007-05-25,3.29,4060,3.29
Coquerel's Sifaka,Geta,N,2004-02-08,captive,2007-05-25,3.29,4060,3.29
Coquerel's Sifaka,Gisela,Y,2012-01-07,captive,NA,7.09,4160,7.07
Coquerel's Sifaka,Gordian,Y,1995-12-17,captive,NA,23.16,3500,23.12
Coquerel's Sifaka,Gothicus,N,2017-01-06,captive,2017-05-11,0.34,701,0.34
Coquerel's Sifaka,Gratian,N,2002-04-14,captive,NA,16.83,3760,7.49
Coquerel's Sifaka,Hadrian,N,1982-07-01,wild,1994-04-09,11.78,2960,11.78
Coquerel's Sifaka,Helena,N,2006-02-13,captive,2006-07-08,0.4,1070,0.4
Coquerel's Sifaka,Honoria,N,2005-02-21,captive,2007-11-01,2.69,2760,2.67
Coquerel's Sifaka,Hostilian,Y,2016-01-23,captive,NA,3.04,3420,3.02
Coquerel's Sifaka,Irene,N,2007-01-27,captive,NA,12.04,4050,7.68
Coquerel's Sifaka,Irene-A,N,2013-01-20,captive,2013-02-14,0.07,168,0.07
Coquerel's Sifaka,Isabella,Y,2015-01-25,captive,NA,4.04,3620,4
Coquerel's Sifaka,Jovian,N,1994-04-10,captive,2014-11-10,20.6,3220,20.6
Coquerel's Sifaka,Julia,N,1977-07-01,wild,1985-12-30,8.5,3450,8.47
Coquerel's Sifaka,Julia-A,N,1985-01-19,captive,1985-01-19,0,100,0
Coquerel's Sifaka,Julian,Y,1993-03-04,captive,NA,25.95,3840,25.91
Coquerel's Sifaka,Julius Caesar,N,1972-07-01,wild,1982-07-08,10.02,3514,9.96
Coquerel's Sifaka,Larke,N,1976-01-26,captive,1976-11-15,0.81,1607,0.81
Coquerel's Sifaka,Leo,N,2001-12-26,captive,2011-06-27,9.51,3790,2.59
Coquerel's Sifaka,Livia,N,1979-07-01,wild,1986-02-12,6.62,2134,6.62
Coquerel's Sifaka,Livia Ii,N,1998-01-31,captive,2004-06-24,6.4,4160,6.39
Coquerel's Sifaka,Livia Ii,N,1998-01-31,captive,2004-06-24,6.4,4300,6.39
Coquerel's Sifaka,Lucia,N,1989-03-15,captive,1999-10-03,10.56,3580,10.56
Coquerel's Sifaka,Lucia-B,N,1998-02-23,captive,1998-03-03,0.02,93,0.02
Coquerel's Sifaka,Lucia-B,N,1998-02-23,captive,1998-03-03,0.02,97,0.02
Coquerel's Sifaka,Lucius Verus,N,2005-01-07,captive,2016-05-26,11.39,3600,11.38
Coquerel's Sifaka,Lucius Verus,N,2005-01-07,captive,2016-05-26,11.39,3435,11.38
Coquerel's Sifaka,Lupicina,Y,2015-01-08,captive,NA,4.08,3700,4.03
Coquerel's Sifaka,Lupicina-A,N,2017-10-16,captive,2017-10-16,0,7.6,0
Coquerel's Sifaka,Luther,N,2003-08-29,captive,2018-10-13,15.13,3440,15.13
Coquerel's Sifaka,Luther,N,2003-08-29,captive,2018-10-13,15.13,3840,15.13
Coquerel's Sifaka,Magdalena,Y,2017-05-14,captive,NA,1.73,3160,1.68
Coquerel's Sifaka,Mango,N,1974-02-21,captive,1975-10-29,1.68,2010,0.63
Coquerel's Sifaka,Marcella,N,1984-07-01,wild,2000-04-17,15.81,3700,15.79
Coquerel's Sifaka,Marcella-C,N,1996-01-21,captive,1996-01-23,0.01,76,0.01
Coquerel's Sifaka,Marcus Aurelius,Y,2004-02-16,captive,NA,14.98,4180,14.97
Coquerel's Sifaka,Maria,N,2005-01-17,captive,2005-04-28,0.28,550,0.26
Coquerel's Sifaka,Marius,N,2000-02-18,captive,2004-07-15,4.41,3640,4.41
Coquerel's Sifaka,Martine,Y,2012-01-16,captive,NA,7.06,4500,6.97
Coquerel's Sifaka,Martinianus,N,2008-01-25,captive,NA,11.04,4120,9.68
Coquerel's Sifaka,Matilda,N,2007-12-21,captive,NA,11.14,4000,9.78
Coquerel's Sifaka,Maximian,N,1991-03-09,captive,1992-07-27,1.39,3020,1.38
Coquerel's Sifaka,Maximus,N,2004-01-15,captive,2009-07-18,5.51,3780,5.51
Coquerel's Sifaka,Nero,N,1994-12-04,captive,2008-04-02,13.34,2980,13.34
Coquerel's Sifaka,Nigel,N,1972-02-10,captive,2002-09-05,30.59,3480,30.53
Coquerel's Sifaka,Octavia,N,1982-07-01,wild,1994-01-11,11.54,2850,11.53
Coquerel's Sifaka,Octavia-B,N,1992-05-08,captive,1992-05-08,0,92,0
Coquerel's Sifaka,Otho,N,1994-09-12,captive,2010-06-22,15.79,3360,15.78
Coquerel's Sifaka,Paulina,N,1991-01-24,captive,2006-08-29,15.61,3780,13.71
Coquerel's Sifaka,Paulina-A,N,1996-01-08,captive,1996-01-11,0.01,88,0.01
Coquerel's Sifaka,Phillip The Arab,N,1999-02-24,captive,2014-10-09,15.63,4300,8.17
Coquerel's Sifaka,Pia,N,1999-02-15,captive,2018-10-17,19.68,3800,19.66
Coquerel's Sifaka,Pompeia Plotina,Y,2009-02-04,captive,NA,10.01,6180,9.99
Coquerel's Sifaka,Pontius Pilate,N,2013-02-04,captive,2019-01-15,5.95,3140,5.95
Coquerel's Sifaka,Pulchra,N,1993-02-28,captive,2007-12-15,14.8,4100,3.68
Coquerel's Sifaka,Quietus,N,2001-05-04,captive,2003-08-10,2.27,3140,2.26
Coquerel's Sifaka,Remus,Y,2012-01-12,captive,NA,7.07,4400,6.99
Coquerel's Sifaka,Rodelinda,Y,2007-08-06,captive,NA,11.51,6020,11.5
Coquerel's Sifaka,Romulus,N,2010-02-03,captive,2017-08-08,7.52,4380,6.67
Coquerel's Sifaka,Romulus,N,2010-02-03,captive,2017-08-08,7.52,4360,6.67
Coquerel's Sifaka,Rufus,N,2003-02-12,captive,2005-05-01,2.22,2900,2.2
Coquerel's Sifaka,Rupert,Y,2009-12-15,captive,NA,9.15,3840,9.13
Coquerel's Sifaka,Rupillia,Y,1999-02-16,captive,NA,19.99,3740,19.93
Coquerel's Sifaka,Rupillia-A,N,2018-06-07,captive,2018-06-07,0,125,0
Coquerel's Sifaka,Sabina,N,1986-07-07,captive,1993-06-04,6.92,6560,6.75
Coquerel's Sifaka,Severus,N,1993-09-11,captive,1994-12-26,1.29,2780,1.29
Coquerel's Sifaka,Sigismund,Y,2016-10-24,captive,NA,2.29,3380,2.19
Coquerel's Sifaka,Sophie,N,2011-01-09,captive,2018-11-02,7.82,3700,7.82
Coquerel's Sifaka,Theodosius,N,2003-03-03,captive,2012-11-27,9.75,2280,9.75
Coquerel's Sifaka,Thrax,N,2011-11-12,captive,NA,7.24,3210,4.85
Coquerel's Sifaka,Tiberius,N,1988-01-20,captive,2016-04-01,28.22,3010,28.22
Coquerel's Sifaka,Tony,N,2005-02-09,captive,2006-08-30,1.55,115,0
Coquerel's Sifaka,Trajan,N,1980-07-01,wild,2008-12-31,28.52,2760,28.52
Coquerel's Sifaka,Valentinian,N,1991-11-02,captive,2012-01-30,20.26,4200,12.94
Coquerel's Sifaka,Valeria,Y,2015-01-28,captive,NA,4.03,4020,3.98
Coquerel's Sifaka,Vespasian,N,1984-07-01,wild,1993-04-22,8.81,4400,8.77
Coquerel's Sifaka,Wenceslaus The Idle,Y,2015-01-24,captive,NA,4.04,4540,4.01
Coquerel's Sifaka,Wilhelmina,N,2009-12-25,captive,2017-07-31,7.6,3340,1.72
Coquerel's Sifaka,Zeno,N,2000-02-02,captive,2011-10-15,11.71,4040,5.77
Coquerel's Sifaka,Zenobia,N,2001-03-11,captive,NA,17.92,1580,0.54
Crowned Lemur,Ahmose,N,1989-04-17,captive,2004-12-07,15.65,1620,15.6
Crowned Lemur,Amenhotep,N,1994-05-05,captive,NA,24.61,1760,1.44
Crowned Lemur,Anhotep,Y,2014-05-14,captive,NA,4.74,1660,4.7
Crowned Lemur,Anubis,N,1962-10-17,captive,1985-12-23,23.2,1993,20.91
Crowned Lemur,Aria,Y,2013-04-21,captive,NA,5.8,1560,5.77
Crowned Lemur,Arsinoe,N,1973-07-20,captive,1994-07-02,20.96,2052,11.57
Crowned Lemur,Aten,N,1995-05-10,captive,1996-02-05,0.74,1120,0.74
Crowned Lemur,Bastet,N,1987-05-01,captive,2013-10-29,26.52,1360,26.51
Crowned Lemur,Bastet-A,N,1989-07-23,captive,1989-07-26,0.01,52,0
Crowned Lemur,Bastet-B,N,1992-06-20,captive,1992-07-06,0.04,120.19,0.04
Crowned Lemur,Bes,N,1988-05-18,captive,2001-01-31,12.72,1440,12.71
Crowned Lemur,Cleopatra,N,1980-04-28,captive,2000-08-15,20.31,2102,9.73
Crowned Lemur,Geb,N,1992-04-06,captive,2018-10-25,26.57,1320,26.56
Crowned Lemur,Hathor,N,1972-10-28,unknown,1995-09-05,22.87,1170,22.81
Crowned Lemur,Horus,N,2013-05-20,captive,NA,4.42,1660,3.45
Crowned Lemur,Huny,N,1996-05-01,captive,NA,22.65,1570,4.96
Crowned Lemur,Ikenaten,Y,1990-04-18,captive,NA,28.82,1280,28.78
Crowned Lemur,Imhotep,N,1986-04-18,captive,1998-01-09,11.74,1871,3.65
Crowned Lemur,Isis Ii,N,1989-07-23,captive,1996-02-05,6.54,1460,5.39
Crowned Lemur,Isis Ii-C,N,1994-05-17,captive,1994-06-02,0.04,115,0.04
Crowned Lemur,Istnofret,N,1991-06-04,captive,2008-05-29,17,1300,16.99
Crowned Lemur,Kek,Y,2016-05-06,captive,NA,2.76,1540,2.7
Crowned Lemur,Khonshu,N,1993-05-18,captive,1993-06-28,0.11,63,0
Crowned Lemur,Khufu,N,1980-10-01,wild,2002-10-25,22.08,1740,22.07
Crowned Lemur,Khufu,N,1980-10-01,wild,2002-10-25,22.08,1740,22.07
Crowned Lemur,Ma'at,Y,2017-04-29,captive,NA,1.78,1580,1.72
Crowned Lemur,Menkara,N,1995-05-03,captive,2015-04-20,19.98,1290,3.05
Crowned Lemur,Meritaten,N,1984-05-29,captive,2011-10-24,27.42,1040,27.39
Crowned Lemur,Mosi,Y,2010-06-01,captive,NA,8.69,1600,8.64
Crowned Lemur,Mosi,Y,2010-06-01,captive,NA,8.69,1560,8.64
Crowned Lemur,Nefertari,N,1990-04-11,captive,2014-02-25,23.89,1240,23.89
Crowned Lemur,Nefertiti,N,1977-07-18,captive,2003-04-11,25.75,1520,25.75
